,ts_code,exchange,business_scope
2958,300565.SZ,SZSE,通信配套设备的研发、生产、销售和技术服务；光通信网络传输设备、接配线设备、无源光器件、有源光器件的研发、生产、销售和技术服务；通信基站、电源产品、电量分路计量、不间断电源(UPS)及配电设备、高低压成套电气设备、直流远供系统、新能源电动汽车充电类系统设备及配套设备、通信电池、广播通讯类铁塔桅杆等的研发、生产与销售；各类射频器件、天线(不含限制项目)等无线网络覆盖产品的研发、生产与销售；数据机房、数据中心的机房机柜、PDU、数据通信设备、数据中心微模块系统、数据中心解决方案的配套产品及相关集成的研发、生产、销售与技术服务、售后服务及安装服务；通信工程施工及技术服务；信息系统的设计、集成、运行维护；通信测试、监控、管理设备和通信施工工具的研发、生产与销售；通信软件的开发，销售、技术服务和成果转让；通信及通信网络系统、通信网络运维信息系统、动力环境监控系统、管道工程、建筑智能化工程、安全技术防范工程、综合布线工程的设计、系统集成、实施与维护(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；通信设备、电子产品、广播电视设备及计算机软硬件的信息咨询与技术服务、销售、安装、调试、维护、修理；货物及技术进出口(法律、行政法规、国务院决定规定在登记前须经批准的项目除外)；机房精密空调设备、基站空调设备、通讯机柜空调设备、户外柜、冷水机组、暖通及热泵设备、工业空调的设计、研发与销售、生产、安装、维修；锂电池、铅酸电池以及BMS系统的设计开发、生产和销售；物联网云端管理平台、移动互联网网络平台、大数据和云计算平台、人工智能平台的技术开发；物联网模组、物联网网关、物联网定位终端、智能井盖、智能门禁和安防系统软件、视频监控、智能家居网关等产品或解决方案的研发、生产和销售；车载电子产品、车联网终端、GPS导航仪、智能车载设备、车载电子产品硬件及整机的设计开发、生产和销售；智慧灯杆及智慧园区解决方案的设计、研发与集成、销售、生产、安装、维修与运营；自有物业租赁。
2959,603389.SH,SSE,家具的设计、制造、销售；铝木门窗、楼梯扶手、房屋装饰材料的生产、销售；家具、家居用品的批发；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务(国家限定公司经营或禁止进出口的商品及技术除外)；家具安装服务；房屋租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)许可项目：住宅室内装饰装修(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)一般项目：建筑装饰材料销售；专业设计服务(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)
2960,688560.SH,SSE,电池背板、铝塑膜、POE膜、PVB膜、多功能薄膜、特种防护膜、特种功能复合材料及其制品的研发、生产和销售、货物与技术进出口业务；房屋租赁、物业管理(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2961,300383.SZ,SZSE,信息系统集成；三维多媒体集成；承接网络工程，智能大厦弱电系统集成；研发数字网络应用软件；从事计算机信息网络国际联网经营业务；销售通讯设备、计算机、软件及辅助设备；专业承包；经营电信业务。(市场主体依法自主选择经营项目，开展经营活动；经营电信业务、专业承包以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
2962,300929.SZ,SZSE,生物滤料，曝气器、长柄滤头，高精度滤板，筛网、筛板等环保产品及设备的研发、生产、销售和安装调试服务；市政行业(排水工程)专业设计及工程总承包乙级；环境工程设计及工程总承包(乙级)；市政公用工程施工总承包贰级；环保工程专业承包贰级；机电设备安装工程专业承包三级；环境污染治理设施运营(生活污水甲级)；自动化设备制造、销售；环保技术开发、转让；软件开发、销售；环保工程技术服务；自动化工程技术服务；机电产品、建材销售；粉煤灰综合利用、生产销售建筑陶粒；自营和代理各类商品和技术的进出口业务但国家限定企业或禁止进出口的业务和技术除外。(依法需经批准的项目经相关部门批准后方可经营)
2963,688165.SH,SSE,工业机器人、智能机器人、智能生产线设备及配件、汽车专用设备研发、设计、制造、安装、调试、销售及售后服务，机器人领域内的技术咨询、技术服务、软件开发、销售及售后服务，机电设备(除特种设备)设计、制造、安装、调试、销售及售后服务，节能技术服务，机械式停车设备的研发、设计、制造、销售、安装、改造及维修服务(上述经营范围涉及国家限制类、禁止类项目除外，涉及前置许可的项目除外，涉及依法须经批准的项目，经相关部门批准后方可开展经营活动)
2964,300849.SZ,SZSE,一般项目：塑料制品制造；塑料制品销售；塑料包装箱及容器制造；塑胶表面处理；电子元器件制造；家用电器制造；模具制造；模具销售；专业设计服务；金属包装容器及材料制造；金属包装容器及材料销售；普通玻璃容器制造；工程塑料及合成树脂销售；合成材料销售；专用化学产品销售(不含危险化学品)(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：食品用塑料包装容器工具制品生产；包装装潢印刷品印刷；货物进出口；进出口代理(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。
2965,601595.SH,SSE,电影发行、放映管理，设计、制作各类广告，利用自有媒体发布广告，电影院线及电影院投资与资产管理，文化方案咨询服务，摄录像设备、音响设备、灯具、工艺美术品的销售，商务咨询，市场营销策划，展览展示服务，会议服务，票务服务，物业管理，国内贸易(除专项规定)，自由设备租赁服务。(企业经营涉及行政许可的，凭许可证件经营)
2966,603936.SH,SSE,研发、制造、销售：双面、多层、柔性、高频、HDI印刷电路板等新型电子元器件；电路板表面元件贴片、封装；货物的进出口、技术进出口；投资；不动产及机器设备租赁；软件的设计、开发、技术服务和咨询；网络通讯科技产品、工业自动化设备、低压电器生产、加工、销售；电子材料的研发、生产和销售；普通货运。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
2967,002865.SZ,SZSE,汽车零部件、模具、五金配件、塑料制品、塑料原材料、化工原料(化学危险品除外)生产、销售、研发和技术服务，进出口贸易。(一般经营项目自主经营，许可经营项目凭相关许可证或批准文件经营)(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
2968,002363.SZ,SZSE,"生产、销售盘式制动器总成、制动毂、制动盘、轮毂、刹车片、刹车蹄片、锻件、铸件及木具、塑料、纸盒包装制品(依法须经批准的项目,经相关部门批准后方可开展经营活动，有效期以许可证为准)及进出口业务。(最终以工商局核准的经营范围为准)"
2969,300078.SZ,SZSE,塑胶产品、电子产品、五金产品的制造(凭许可证经营)、开发及销售。物联网技术开发、技术应用推广服务，信息系统集成，货物进出口，商业、饮食、服务专用设备、社会公共安全设备及器材的制造。服务：房屋设备租赁，医疗技术，织物洗涤，医疗用品的消毒、灭菌(限分支机构经营)；销售：纺织品、医疗器械、日用百货、消毒用品(不含药品)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2970,002453.SZ,SZSE,计算机软件的技术开发、咨询、服务、成果转让；软件信息服务；计算机系统集成；自动化控制工程设计、安装；计算机及配件的销售；电子设备、通讯设备、计算机硬件及外部设备的生产、销售；供应链管理；经济信息咨询；企业管理；会议服务；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)一般项目：化工产品销售(不含许可类化工产品)(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)
2971,603536.SH,SSE,生产销售速冻食品[速冻其他食品(速冻肉制品)]、调味品、饮料；批发兼零售预包装食品；即食鱼糜制品、即食肉丸的生产销售；速冻面米食品、速冻调制食品(有效期限以许可证为准)；罐头食品(涵盖软、硬包装罐头及自加热食品)(有效期限以许可证为准)。销售粮食；蔬菜、禽畜肉类、水产类、水果、乳制品类的生产销售；食用油销售；货物仓储、场地租赁业务；农产品种植、初加工、销售；禽蛋销售。技术开发、技术服务。货物进出口业务(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2972,301021.SZ,SZSE,激光及智能控制技术的系统解决方案及其相关产品的研发、生产、销售和服务；软件产品开发。(以上项目不涉及外商投资准入特别管理措施)
2973,002302.SZ,SZSE,高性能预拌混凝土及其原材料的生产、销售及其新技术、新工艺的研究开发与推广；新型建材及化工材料的研究、生产应用及销售；水泥制品研发、生产、销售；预拌砂浆及原材料、成品沥青混凝土及其原材料、公路用新材料研发、生产、加工、销售；国家法律许可范围内的砂石等非金属矿产资源投资、开发及管理咨询及相关非金属矿产品开采、加工、销售；固体废物治理；建筑垃圾综合治理及其再生利用；非金属废料和碎屑的加工、销售；混凝土产业互联网项目开发及应用；混凝土产业相关计算机软件及互联网相关技术开发、电子商务、互联网信息服务、技术转让、技术服务、技术咨询、技术培训；混凝土智能制造技术研发、咨询、服务；检测服务；从事混凝土相关原材料及技术进出口(不含国家禁止或限制进出口的货物或技术)；机械设备及配件的销售、租赁；房屋租赁、物业管理；劳务派遣服务；贸易服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2974,002140.SZ,SZSE,化工、石油化工、市政、环境治理、建筑工程的咨询、设计、监理和工程总承包；承包化工、市政、环境治理国(境)外工程和境内国际招标工程；上述工程所需设备、材料进出口；外派实施上述工程劳务人员；经营本公司工程项目所需的设备材料(国家实施核定公司经营的进口商品除外)的进口业务；在国(境)外举办各类企业；劳动安全卫生预评价；环保设施运营；轻工、商业、电力、建材行业工程咨询和设计；技术开发、技术转让；产品研制、生产销售；期刊、资料出版发行，期刊广告。
2975,002298.SZ,SZSE,软件开发、计算机信息系统集成及技术研发、安全技术防范工程设计、施工，电子与智能化工程施工，电子、机电设备安装，音频、视频设备安装；民航空管工程及机场弱电系统工程施工，设计、安装有线电视基站、共用天线(涉及前置许可的除外)，设计、安装机房设备，计算机软硬件及外围设备、机械设备、电器设备、通讯设备销售，电气机械及器材制造，工业过程控制及监控系统、计算机应用服务与综合信息网络工程、电子声像工程、各种智能化系统和技术防范工程设计、制造、施工、安装、维修、调试、销售及技术服务；电力工程、建筑工程、市政公用工程、环保工程的设计、施工与项目管理，工程造价咨询，工程信息咨询，电力技术咨询，招投标代理，工程监理，经营本企业自产产品及相关技术的出口和科研所需的原辅材料、仪器仪表、机械设备、零配件及相关技术的进口(国家限定经营或禁止进出口的商品除外)，进料加工和“三来一补”。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2976,300289.SZ,SZSE,生产医疗器械Ⅲ类：Ⅲ-6840体外诊断试剂、Ⅲ-6840-3免疫分析系统，Ⅱ类：6840-2生化分析系统(医疗器械生产许可证有效期至2019年11月26日)；销售医疗器械Ⅲ类：临床检验分析仪器、体外诊断试剂，Ⅱ类：临床检验分析仪器、体外诊断试剂(医疗器械经营许可证有效期至2019年02月19日)；销售自产产品；医疗器械租赁；货物进出口；技术进出口；技术开发；技术服务；技术咨询；技术转让；出租办公用房、出租厂房。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
2977,002477.SZ,SZSE,畜禽养殖销售及技术开发；农产品销售；从事货物和技术进出口业务；饲料生产销售；铁路专用线货物运输服务(企业自用)；生猪屠宰(限分支机构经营)；食品批发零售；新产品的技术研发；粮食收购。
2978,002493.SZ,SZSE,实业投资，涤纶丝，化纤布的制造、加工，纸制品加工，轻纺原料及产品，五金，化工产品及原料(除化学危险品及易制毒化学品)的销售，普通货物仓储服务(不含危险品)，普通货运，经营进出口业务(国家法律法规限制或禁止的除外)。
2979,002491.SZ,SZSE,互联网网页设计；计算机网络集成技术服务；无线通信设备、传输设备、数据通信设备、宽带多媒体设备、物联网及通信相关领域产品的研发、生产、销售、技术服务；市话电缆、特种电缆、光缆、双芯铁芯电话线、双芯铜包钢电话线、电线电缆、光纤、通信电缆、RF电缆、漏泄同轴电缆、室内光缆生产、销售及相关检测技术服务；光电缆原材料销售；废旧金属回收；道路普通货物运输；自营和代理各类商品及技术的进出口业务。(国家限定企业经营或禁止进出口的商品和技术除外)(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2980,601008.SH,SSE,码头和其他港口设施经营；为旅客提供候船及上、下船舶设施和服务；港口货物装卸、仓储服务；船舶港口服务业务经营(仅限为船舶提供岸电)；普通货运；港口机械、设施、设备租赁、维修服务；机械设备、电器设备制造、安装、维修；工索具制造、销售；散货包装服务；实业投资。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2981,603232.SH,SSE,软件开发，软件生产，信息网络安全产品的研制、开发、销售，系统集成，专业四技服务(上述项目除专项规定)，自有房屋租赁。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
2982,002307.SZ,SZSE,货物运输、搬运装卸(机械)；市政公用工程施工总承包一级；公路工程施工总承包特级；工程设计公路行业甲级；工程勘察专业类(工程测量、水文地质勘察、岩土工程(勘察、设计)乙级；公路路面工程专业承包一级；公路路基工程专业承包一级；桥梁工程专业承包一级；隧道工程专业承包一级；机场场道工程专业承包贰级；公路交通工程(公路安全设施分项，公路机电工程分项)专业承包贰级；新型建材的开发、生产及销售；工程机械设备租赁；承包境外公路工程和境内国际招标工程；对外派遣实施上述境外工程所需的劳务人员；对外援助成套项目总承包企业资格；自营和代理各类商品和技术的进出口(但国家限定公司经营或禁止进出口的商品和技术除外)；润滑油、钢材、水泥、机械设备及配件、建筑材料、通讯器材(专项除外)销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2983,002263.SZ,SZSE,塑料薄膜、塑料制品、锂电池离子隔离膜的生产、销售，光学薄膜、锂离子电池及其材料等新能源的研究开发销售；经营进出口业务(范围详见外经贸部门批文)。
2984,002167.SZ,SZSE,生产及销售：锆系列制品及结构陶瓷制品；有色金属加工、生产销售：锆、钛、矿产品(国家限制及禁止的除外)；化工产品(不含化学危险品及硅酮结构密封胶)的研制开发、销售及技术服务；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品除外；不单列贸易方式)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2985,300920.SZ,SZSE,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；合成材料制造(不含危险化学品)；合成材料销售；隔热和隔音材料制造；隔热和隔音材料销售；橡胶制品制造；橡胶制品销售；塑料制品制造；塑料制品销售；建筑防水卷材产品制造；建筑防水卷材产品销售；母婴用品制造；母婴用品销售；玩具制造；玩具销售；汽车零部件研发；汽车零部件及配件制造；汽车零配件批发；体育用品制造；体育用品及器材批发；家具零配件生产；家具零配件销售；第一类医疗器械生产；第一类医疗器械销售；计算机软硬件及外围设备制造；计算机软硬件及辅助设备批发；机械设备销售；机械零件、零部件销售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：技术进出口；货物进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。
2986,601686.SH,SSE,高频焊管、热镀锌钢管、钢塑复合管、不锈钢复合管、PP-R管、PE管、螺旋钢管制造、加工；金属材料、建筑材料、五金交电、铁精粉批发兼零售；货物及技术的进出口(法律、行政法规另有规定的除外)；机器设备租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2987,300146.SZ,SZSE,研发、生产和销售(保健食品、饮料、糖果制品、特殊膳食食品、特殊医学用途配方食品、方便食品、饼干、茶叶及相关制品、糕点、蜂产品、乳制品、其他食品)；进出口食品；批发兼零售(含网络销售)：预包装食品、化妆品及卫生用品、医疗用品及医疗器材；糕点、面包零售；研发和销售包装材料；研发生物技术；商务服务(不含许可经营项目)；中药材种植(不含许可经营项目)；食品添加剂生产、经营。动产和不动产租赁；营养咨询；正餐、快餐、饮料及冷饮服务；咖啡馆服务；商业批发零售；广告业；生物技术推广服务；科技中介服务；农业科学研究和试验发展；医学研究和试验发展；自然科学研究和试验发展；工程和技术研究和试验发展；游览景区管理；化妆品、卫生材料及医药用品的制造；医务室服务；健康体检服务；基因检测服务。
2988,002335.SZ,SZSE,变压器、整流器和电感器制造；配电开关控制设备制造；光伏设备及元器件制造；其他未列明电气机械及器材制造；通信系统设备制造；其他未列明制造业(不含须经许可审批的项目)；风力发电；太阳能发电；其他未列明电力生产；电力供应；计算机、软件及辅助设备批发；其他机械设备及电子产品批发；经营各类商品和技术的进出口(不另附进出口商品目录)，但国家限定公司经营或禁止进出口的商品及技术除外；软件开发；信息系统集成服务；信息技术咨询服务；数据处理和存储服务；其他未列明信息技术服务业(不含需经许可审批的项目)；自有房地产经营活动；其他未列明的机械与设备租赁(不含需经许可审批的项目)；对第一产业、第二产业、第三产业的投资(法律、法规另有规定除外)；投资管理(法律、法规另有规定除外)；其他未列明服务业(不含需经许可审批的项目)；合同能源管理；资产管理(法律、法规另有规定除外)；动力电池制造；其他未列明电池制造；电气安装；其他未列明建筑安装业；城市及道路照明工程；蓄电池及储能设备；空调设备的研发、生产、销售；节能设备及工程；太阳能或风光互补路灯系统；LED路灯；电力工程；机电设备安装工程；安全技术防范系统和机房工程的设计；施工安装及相关咨询服务；轨道交通设备及系统集成；新能源汽车充电及装备系统销售；数据中心运维服务；建设工程勘察设计；电动汽车充电设施建设运营；电动汽车充电设备及装备系统研发、生产、销售服务和咨询；社会公共安全设备及器材制造；锂离子电池制造；管道和设备安装；金属结构制造；工程和技术研究和试验发展；承装、承修、承试电力设施；其他电子设备制造；节能技术推广服务。
2989,300107.SZ,SZSE,"许可经营项目：生产销售间氨基苯酚、氯乙烷、溴丁烷、间苯三酚(安全生产许可证有效期内经营)。一般经营项目：生产销售间氨基苯磺酸、间羟基-N.N-二乙基苯胺、苯胺—2.5—双磺酸单钠盐、2-苯氨基-3-甲基-6-二乙基荧烷(ODB-1)，2-苯氨基-3-甲基-6-二丁基荧烷(ODB-2)、JX201等特种纸系列化学品(不含危险化学品)、4,4-二氯二苯砜、4,4-二氨基二苯砜、3,3-二氨基二苯砜、环氧树脂及其固化剂、有机中间体(危险化学品除外)、荧光增白剂系列产品。医药材料(不含危险化学品)与液体化学品(不含危险化学品)的仓储、生产、批发、分装、销售。经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务(法律、行政法规、国务院决定禁止的品种除外，法律、行政法规、国务院决定限制的品种取得许可证后方可经营)。"
2990,300141.SZ,SZSE,高低压电器及成套设备(含断路器)、变压器、配用电终端及其成套设备、箱式变电站、柱上断路器、柱上负荷开关、电工器材、电力滤波装置、无功补偿装置、电力储能装置、储能设备、光伏系统及设备、电动汽车充电设备、新能源汽车充换电站(点)建设与运营、能源管理及其它电力电子类环保节电装置的研发、制造、销售；并提供相关产品的方案设计、安装、调试及其它售后服务；自有房屋出租；设备出租。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
2991,300085.SZ,SZSE,计算机软硬件、计算机外围设备、金融专用设备、金融机具的技术开发、生产、销售、技术服务；网络技术的开发、技术服务；信息技术研发、技术咨询及技术转让；防盗保险设备、防盗保管设备、现金尾箱、智能金库等安全设备的开发、生产、销售、工程施工及技术服务；自动存取款设备、商用密码产品的技术开发、生产、销售及技术服务；计算机相关软件和算法的技术开发、销售和技术服务；安全技术防范工程的设计、施工及技术服务；计算机系统集成；兴办实业(具体项目另行申报)，国内贸易(不含专营、专控、专卖商品)，经营进出口业务。
2992,002382.SZ,SZSE,生产加工PVC手套、丁腈手套、一类、二类、三类医疗器械、其他塑料制品、粒料，销售本公司生产的产品；丁腈手套、乳胶手套、纸浆模塑制品、一类、二类医疗器械产品的批发业务。
2993,002630.SZ,SZSE,电站锅炉、工业锅炉、特种锅炉、压力容器、核电配套设备、锅炉辅机、燃烧器及环保设备、钢结构、机械设备、吹灰器及管路系统的设计、制造、安装、改造、维修、销售及咨询服务；压力管道制造、安装、销售及咨询服务；无损检测咨询及服务；石油化工容器、轻工机械、电器机械、机组配套安装及咨询服务；专业生产耐火材料、耐磨材料、耐压材料、自控装置、电站阀门及电磁产品及销售和咨询服务；工矿设备租赁、闲置设备调剂、边角余料的加工及销售；垃圾焚烧发电、生物质能发电、太阳能光伏发电、太阳能光热发电、风力发电、火力发电项目及废水、废气、废固处理项目和水处理项目的专业化开发、改造、投资、建设、运营、维护、培训和咨询；对外承包工程(在资格证书核定范围内经营)；电力工程施工总承包，市政公用工程总承包，建筑工程施工总承包，公路工程施工总承包，建筑工程劳务承包；建筑工程机械与设备租赁；自营对外进出口贸易；国内贸易；金属材料生产、销售；贵金属销售；化工产品及原料生产、销售(不含危险化学品及易制毒品)、咨询；电子通讯设备生产、销售及咨询服务；普通货运；仓储服务；食品经营；环保技术咨询服务。(依法须经批准的项目，经相关部门批准后开展经营活动)
2994,002392.SZ,SZSE,许可经营项目：制造耐火材料制品一般经营项目：耐火材料的技术开发、施工总承包；销售耐火材料制品、耐火陶瓷制品、节能保温材料、冶金炉料、冶金辅料、机电设备；钼矿产品、钼冶炼系列及其环保产品、钼金属加工系列产品的销售及出口；硅、钒、铬、锰等系列合金产品及其他金属材料(许可项目除外)的销售及出口；煤炭、焦炭的销售(不在北京地区开展实物煤的交易、储运活动在天津、山西、河北、山东、江苏等地)；钢材、有色金属的销售；货物进出口，技术进出口、代理进出口。
2995,003031.SZ,SZSE,电子封装及精细陶瓷的研发、生产、销售；电子元器件、半导体元器件、集成电路、汽车电子部件、零部件的研发、生产及销售；陶瓷材料、电子专用材料、金属制品的研发、生产及销售；半导体器件专用设备、电子专用设备的制造及销售；软件设计、技术咨询、技术服务、技术转让及进出口业务。
2996,688488.SH,SSE,药品研发、药品生产和销售；人尿蛋白、动物脏器和植物原料有效成分的开发、收购、加工与销售；技术研究开发与转让、技术咨询和技术服务；自营和代理一般商品及技术的进出口业务(不涉及国营贸易管理商品，涉及配额、许可证管理商品的按国家有关规定办理申请)。(经营范围不含国家实施外商投资准入特别管理措施的项目，依法须经批准的项目，经相关部门批准后方可开展经营活动)
2997,688656.SH,SSE,一、二、三类体外诊断试剂、二类医疗器械软件的生产；一、二、三类医疗器械(含体外诊断试剂，不含植入类产品)的销售、进出口、佣金代理(拍卖除外)及相关业务(按许可证核定范围经营)，销售自产产品；一、二、三类医疗器械、医疗器械软件的技术研发、技术咨询、技术服务、技术转让。自有房屋租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2998,002947.SZ,SZSE,电子材料及器件、绝缘材料及器件、光学材料及器件、纳米材料及器件、精密结构件、纸制品的研发、设计、加工、生产、销售；货物及技术的进出口业务；包装装潢印刷品印刷(按《印刷许可证》核定范围核定类别经营)(前述经营项目中法律、行政法规规定前置许可经营、限制经营、禁止经营的除外)(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2999,688001.SH,SSE,TFT-LCD液晶测试系统、工业自控软件研发、生产、加工、检测；电子通讯产品，液晶显示及相关平面显示产品，银制品、电子电工材料及相关工具、模具销售和技术服务；通信及计算机网络相关产品研发、销售及相关技术服务；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。专用设备制造(不含许可类专业设备制造)；电子专用设备制造；电子专用设备销售；半导体器件专用设备制造；半导体器件专用设备销售；可穿戴智能设备制造；可穿戴智能设备销售；新能源汽车生产测试设备销售；机械设备研发；计算机软硬件及外围设备制造；第一类医疗器械生产；第一类医疗器械销售；第二类医疗器械销售；汽车零部件及配件制造；集成电路芯片及产品制造；集成电路芯片及产品销售；软件开发；电子元器件制造；电子测量仪器制造；工业自动控制系统装置制造。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
3000,603922.SH,SSE,生产汽车模具、摩托车模具、夹具等汽车零部件及相关制品，销售自产产品。(依法须经批准的项目，经相关部门批准后方可开展经营活动)许可项目：道路货物运输(不含危险货物)(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)一般项目：金属材料销售；金属材料制造；非居住房地产租赁；机械设备租赁(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)
3001,002481.SZ,SZSE,预包装食品及散装食品批发零售；食用菌菌种、豆制品、淀粉及淀粉制品、蔬菜制品、水果干制品、炒货食品及坚果制品、甲烷、化妆品、保洁用品、保健食品、保健器材、小型厨具、家用电器的生产、销售。(以上项目有效期限以许可证为准)。固体饮料、黄金饰品的生产销售；食用菌、饲料、金精矿粉、金银制品、谷物、豆类及薯类、蔬菜、水果、粮食、肉、禽、蛋、水产品、木材、汽车及零配件、机电设备及产品、五金、机械设备及零配件、电子产品、通讯及广播电视设备、建筑材料、塑料制品、金属制品、金属矿石、矿产品、油脂及油料作物、橡胶、木材、木浆、纸浆、棉、麻、纺织品、针织品、服装鞋帽、化肥、不再分装的包装种子、医疗器械的批发零售；普通货运；仓储(不含危险化学品)；货物及技术进出口和代理进出口业务。
3002,002483.SZ,SZSE,起重机械、港口机械、装卸机械、输送机械、橡胶机械、船舶配套钢结构件、工程钢结构、重型钢结构、船舶机械及其设备、海洋工程作业平台、海洋工程作业船、特种工程船、海洋工程配套装备、10万吨及10万吨以下钢质船舶的设计、生产制造、销售、安装、售后服务、技术指导、技术转让；自营和代理船舶产品及海工船舶设备、配件、原辅材料及技术的进出口业务；船舶工程项目的管理；节能环保和循环经济领域内的技术开发、技术转让、技术咨询、技术服务、工程设计与承包建设；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
3003,603003.SH,SSE,石油制品(含汽油、煤油、柴油)、化工原料及产品(除危险品)、纺织原料及产品(除专项)、金属材料、塑料原料及产品、玻璃制品、五金交电、建筑材料的销售，石化产品信息咨询，从事货物与技术的进出口业务。数据科技、计算机科技、网络科技领域内的技术开发、技术咨询、技术转让和技术服务，数据处理和存储服务，软件开发，物业管理，计算机系统集成服务，电子产品、通讯设备、计算机软硬件及辅助设备的销售，电信业务。[依法须经批准的项目，经相关部门批准后方可开展活动]
3004,300121.SZ,SZSE,安全生产许可证许可范围内的危险化学品生产(有效期限以许可证为准)。货物及技术进出口业务；橡胶防焦剂CTP、橡胶助剂的制造，化工产品(不含危险品)销售(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
3005,300277.SZ,SZSE,开发研究计算机硬件、从事信息网络技术软件开发、公用信息网、专网、企业网的信息系统应用软件开发业务，销售自产产品，并提供相关技术咨询；从事信息通讯网络系统集成技术开发业务；计算机网络系统集成及相关技术服务；安防技术防范系统设计、施工、维修。承装、承修、承试电力设施；自有物业出租；通信设备零售；通信网络支撑系统技术服务；通信工程施工总承包相应资质等级承包工程范围的工程施工；通信工程的技术咨询、技术服务、技术培训。
3006,002405.SZ,SZSE,开发智能交通、航空航天遥感、地理信息系统、自动制图、地图编制、互联网地图服务、设备管理、测绘工程、个人数字助理的技术及产品；开发、生产导航电子地图、计算机软、硬件；销售自产产品；技术进出口、货物进出口；经营电信业务；电动汽车充电服务。(企业依法自主选择经营项目，开展经营活动；经营电信业务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
3007,300100.SZ,SZSE,汽车零部件及配件制造；塑料制品制造；模具制造；日用口罩(非医用)生产；工程塑料及合成树脂销售；金属材料销售；第一类医疗器械销售；第二类医疗器械销售；国内贸易代理；互联网销售(除销售需要许可的商品)(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：医用口罩生产；进出口代理；技术进出口；货物进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。
3008,300092.SZ,SZSE,三类压力容器的设计、制造、安装、销售；压力管道安装；石油钻采设备、油田环保设备、采油机械设备、井口设备、输油设备、石油钻井机械设备及零配件、仪器仪表的设计、制造、安装、销售；废旧金属回收、利用；非标准机电设备设计、制造、销售；普通机电设备安装、维修；金属材料(稀贵金属除外)、冶金炉料、石油助剂、化工产品(均不含危险化学品及易制毒化学品)的销售；机电设备技术咨询服务；工程设备租赁及技术服务；工程项目总承包；经营进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
